file_name,caption_1,caption_2,caption_3,caption_4,caption_5
London Underground- Stratford station ambience.wav,A busy public place with a crowd of people and a phone ringing,A phone is ringing in a busy public place with a crowd of people.,A phone rings as some people are talking while walking.,People are speaking in a good sized group and a phone dial rings.,The phone rings while people speak in the background.
Brook20Sec.wav,A gentle stream flowing while making bubbling sounds.,The water flows down the drain spout at a consistent rate.,The water is flowing down the spout at a consistent rate.,Water continues to be poured in a container that already has water.,Water is flowing from a multitude of places.
atrium.wav,"A large room with a group of men, women, and children speaking to one another.","In a large hall, a cacophony of voices are speaking.",Many people are gathered in the same area while several conversations are going on at the same time,"Many people gathered in the same area, several conversations going on at the same time",Men women and children are speaking to each other in a large room.
Cable Car Ride Birds.wav,A fan is spinning and then a lock is turned and a door opens.,An electric buzzing hums as a machine moves.,An electric buzzing hums while a machine is moving,The motor of a fan spins and whines while a clatter of cacophony occurs,"The spinning of a fan then a door lock is turned, and opened."
Wooden Door 01.wav,A creaky door hinge opens and closes several times.,A door hinge creaks as it opens and closes several times.,A squeaky wooden door that is being opened and closed.,Squeaking and banging noises over and over again.,The noise is squeaking and banging over and over again.
Amsterdam Cityhum at night.wav,A high volume of air is generated by one machine as other machinery passes in the background.,A high volume of air is moving and other machinery is passing in the background.,A strong wind blowing outside of a window with people chatting in the background.,A vehicle engine is running while in muffled road traffic with people talking in the background.,engine and road noise with buffering and background speech
forest stick sticks wood hit carpenter woodcutter axe handmade manual work craft crafting handcraft handcrafting 2.wav,In a systematic way one piece of wood strikes another.,One piece of wood striking another piece of wood in a systematic repeated way.,Someone is tapping on a wooden object with rustling in the background.,Wood knocking on wood then a pause and a crash then the knocking continues.,Wood knocks against wood followed by a pause and a crash before the knocking continues
Night in nature.wav,A bird chirps in a rhythmic and high pitched pattern as insects buzz.,A bird chirps in a systematic rhythmic and high pitched pattern as insects buzz.,A bunch of different insects simultaneously chirp noisily,Crickets are chirping in the woods by the stream.,insects calling both near and far in an outdoor setting
DoorOpenClose-EDITED.wav,A door is opened and closed over and over.,A door opens and then slams shut shortly after.,A screen door is opened and closed numerous times.,Someone opens a door and shuts it twice.,"They were opening and closing the door, and walking around and closing the door."
April dawn chorus Sydenham Hill.wav,Birds are chirping loudly in the forest while insects are buzzing.,Many birds are chirping in the distance while other animals also make noise.,Many birds chirping in the distance with other animals making noises,Many different birds are chirping and tweeting together.,Several different birds are chirping harmoniously in nature.
Forest Ambience Danish.wav,A variety of birds chirp to one another.,Birds chirping back and forth to each other in the background.,Two birds are tweeting and chirping consistently and within rhythm of each other.,Two birds tweet and chirp in a consistent rhythm.,Various birds chirp harmoniously at one another in the trees
RedWingBlackBirdShoppingCenter.wav,Birds are chirping and someone is driving a car quickly down the road.,Birds are chirping and whistling as vehicles pass by on the road.,Birds are chirping while cars drive on a roadway.,Birds chirp harmoniously as a car with a loud engine drives by,birds chirping and whistling as vehicles pass by on the road.
around the yellow Ferrari pt. 1.wav,A vehicle passing by smoothly then stops abruptly and starts accelerating again.,"A whining vehicle interrupts a clattering object, while a strong wind blows.",Cars and trucks passing by on a nearby street.,Vehicles buzz while travelling along a busy street during a windy day.,Vehicles on a nearby street are passing by.
